,accuracy,f1,pre,recall
0,0.9334811529933481,0.9308755760368663,0.9351851851851852,0.926605504587156
1,0.48337028824833705,0.6517189835575486,0.48337028824833705,1.0
2,0.9356984478935698,0.9330254041570438,0.9395348837209302,0.926605504587156
